id,latitude,longitude,name,Location,imgURL,Asset,category,AssetType,Description,Cost Details,Performance Notes (Benefits),Source
,,,,"Raleigh, NC",,"City Parks (e.g., Dix, Lions, Glen Eden)",urban,Park Retrofits,Citywide park improvements include bioswales and rain gardens to collect runoff from nearby streets and paths.,Integrated into city stormwater utility programs,"Captures street runoff, improves greenway flood control, supports pedestrian circulation around parks.",https://cityparksalliance.org/wp-content/uploads/2023/05/Parks-and-Green-Stormwater-PolicyBrief-12-10-2024.pdf
,,,,"Pittsburgh, PA",,Maryland Avenue Corridor,urban,Green Infrastructure,Street retrofitted with permeable paving and curb bioswales to reduce stormwater from sidewalks and roadways.,Funded by Pittsburgh GSI initiative,"Manages street flooding, improves curb access, supports safe neighborhood mobility.",https://cityparksalliance.org/wp-content/uploads/2023/05/Parks-and-Green-Stormwater-PolicyBrief-12-10-2024.pdf
,,,,"Tucson, AZ",,Airport Wash Area – Residential & Street GSI,urban,Green Infrastructure,"Implemented rain gardens, curb cuts, and infiltration basins across roads, rights-of-way, and community areas to mitigate flooding in urban zones",~$33M total cost for 25% scenario (projected),"Reduced peak flows by up to 86% for 2-year storms and 24% for 100-year storms; lowered flooding near key transport routes; improved drainage, shade, and safety",https://watershedmg.org/sites/default/files/documents/solving-flooding-challenges-with-green-stormwater-infrastructure-in-tucsons-airport-wash-2015.pdf
,,,,"Agoura Hills, CA",,Wallis Annenberg Wildlife Crossing (US-101),wildlife,Wildlife Overpass,Vegetated bridge built over US-101 to reconnect fragmented wildlife habitats split by the freeway.,$92 million total cost.,Reduces vehicle-wildlife collisions and supports genetic flow across a major transportation corridor.,https://dot.ca.gov/caltrans-near-me/district-7/district-7-projects/d7-101-annenberg-wildlife-crossing
,,,,"Columbia, NC",,US-64 Wildlife Crossings,wildlife,Wildlife Undercrossings,Eleven underpasses planned on a highway segment to protect Red Wolves and other species from traffic collisions.,$25 million grant + $6M match + private funding.,Improves road safety and reduces endangered species mortality.,https://defenders.org/newsroom/new-federal-grant-us-hwy-64-crossings-could-save-endangered-red-wolves-and-other-wildlife
,,,,Louisiana Coast,,Oyster Reef Living Shorelines,shoreline,Coastal Protection,Bioengineered oyster reefs installed to reduce shoreline erosion near road infrastructure.,Part of $50B coastal protection framework.,"Stabilizes shorelines, enhances flood resilience, and protects adjacent roads.",https://www.lacoast.gov/crms/crms_public_data/publications/La%20Peyre%20et%20al%202017.pdf
,,,,"SR-167 Corridor, WA",,Corridor and Floodplain Improvements,shoreline,Flood Resilience,"Vegetated buffers, trail integration, and stormwater control along highway corridor supporting multimodal resilience.",Integrated in corridor environmental planning.,Reduces flood risk and improves corridor connectivity and resilience.,https://wsdot.wa.gov/sites/default/files/2023-07/SR167-MasterPlan-PELStudy-AttachmentA.pdf
,,,,"Milwaukee, WI",,GSI in Right-of-Way,urban,Bioswales,Bioswales and trench planters installed in public rights-of-way to manage street runoff.,Part of MMSD permit program.,Improves stormwater control and road surface longevity.,https://greatlakes.org/wp-content/uploads/2020/09/AGL_GSI_CaseStudy_Milwaukee_FIN.pdf
,,,,"Minneapolis, MN",,ROW GSI Integration,urban,Curb Extensions,Stormwater curb extensions installed during road reconstruction projects.,Funded by stormwater fees and public works budget.,Reduces flooding and pollutant loads; improves access.,https://greatlakes.org/wp-content/uploads/2020/09/AGL_GSI_CaseStudy_Minneapolis_FIN.pdf
,,,,"Philadelphia, PA",,Maryland Avenue Green Street,urban,Infiltration Bumpouts,Bumpouts and trench infrastructure integrated into major corridor next to transit hub.,$1.17M via Multimodal Transportation Fund.,Manages millions of gallons annually; supports intermodal connectivity.,https://greatlakes.org/wp-content/uploads/2020/09/AGL_GSI_CaseStudy_Philadelphia_FIN.pdf
,,,,"Denver, CO",,Street-Level GSI,urban,Bioswales,Green infrastructure installed on roadsides and public right-of-way to meet MS4 permit.,City-funded stormwater program.,Reduces pollutant loads and enhances street-level drainage.,https://greatlakes.org/wp-content/uploads/2020/09/AGL_GSI_CaseStudy_Denver_FIN.pdf
,,,,"Cleveland, OH",,Complete and Green Streets,urban,ROW Bioswales,Green infrastructure added to street corridors to meet Clean Water Act stormwater goals.,Funded via stormwater utility fees.,Mitigates flooding and overflow; enhances infrastructure sustainability.,https://greatlakes.org/wp-content/uploads/2020/09/AGL_GSI_CaseStudy_Cleveland_FIN.pdf
,40.169708,-105.145408,,"Boulder County, CO",,North St. Vrain Creek & Longmont Dam Rd,roadway,Stream Restoration + Road Resilience,"Restored 1,960 ft of stream channel degraded by 2013 flood. Included aquatic habitat enhancement, riparian revegetation, rock structures for creek stability. Done jointly with Longmont Dam Road reconstruction by Boulder Co. Transportation Dept.",Not listed; cost reduced by 50% via joint road + creek work,"Improved stream ecology and resilience, avoided future flood damage, increased cost efficiency, integrated with roadway design, and planned future wheelchair-accessible fishing pier.","https://svlh.gov/north-st-vrain-creek-stream-restoration-project-complete/#:~:text=The%20restoration%20project%20was%20implemented,construction%20management%20for%20the%20project. https://content.govdelivery.com/accounts/COBOULDER/bulletins/165ee98"
,,,,"Dallas & Cleveland Counties, AR",,Hwy 167 widening (14.2 mi),roadway,Wetland Mitigation + Road Widening,"Widening Hwy 167 and replacing 7 bridges required construction through various wetland types (bottomland hardwood, herbaceous, scrub/shrub). Project included mitigation via credits at Middle Ouachita River Mitigation Bank.","Mitigation credits based on 3.3:1, 2.8:1, 2.4:1 ratios","16.06 acres of wetlands and 3,010 linear feet of streams impacted. Stream flow maintained with culverts; project aligned on existing route to minimize broader impact.",https://www.ahtd.ar.gov/TIGER/T3/Hwy_167/Environmental_2.pdf?
,,,,"Cleveland County, AR",,"Hwy 133, 3 Bridge Replacements",roadway,Stream/Wetland Mitigation + Bridge Upgrade,Replaced 3 aging bridges on Hwy 133. New bridges built upstream/downstream with larger footprint. Wetland (0.5 ac) and stream (0.2 ac) impacts mitigated via credits from Pelican Foster Mitigation Bank.,Not listed; mitigation: 3.45 wetland credits,"Improved bridge safety, wider lanes/shoulders for safer travel, minimal environmental impacts. Mitigation under Section 404 Nationwide Permit 14.",https://ardot.gov/wp-content/uploads/2021/10/070416env.pdf
,,,,"Nashville, TN",,12th Ave South corridor (1.6 mi),urban,Green Streets / Urban Retrofit,"Reconstructed corridor with protected bike lanes, 17 upgraded transit stops, ADA-accessible sidewalks, and 50 bioswale islands for green stormwater management. Managed by Nashville DOT, funded under <$20M.",$7.4 million (construction cost),"Reduced stormwater runoff, improved bike/pedestrian safety, upgraded public transit access, green infrastructure with aesthetic + ecological value.",https://www.nashville.gov/departments/transportation/projects/bikeways/12th-avenue-south
,,,,"Jackson County, MS",,Red Creek / MDOT Mitigation,stormwater,Stream & Wetland Mitigation Bank,Red Creek Consolidated Mitigation Bank provides 12 miles of stream + 350 acres wetland restoration. Co-sponsored by MDOT and The Nature Conservancy. Used for offsetting impacts from transportation projects in Pascagoula River watershed.,"Not listed (banking system, MDOT credit use)",Enables ecological restoration while streamlining MDOT project approvals. Supports resilient infrastructure development in wetland-heavy regions.,https://www.nature.org/en-us/get-involved/how-to-help/places-we-protect/red-creek-consolidated-mitigation-bank/
,,,,"Pine Bluff, AR",,U.S. 65 Bypass (11.6 mi),roadway,Wetland + Floodplain Mitigation,Constructed a new 4-lane highway parallel to Bayou Bartholomew. Mitigated 33 acres of impacted wetlands by restoring/creating 175 acres of wetlands and preserving 200 acres of bottomland hardwoods.,Saved $12 million through mitigation,Demonstrated cost-effective ecological integration; research and design aligned with sustainable mitigation goals.,https://dot.alaska.gov/stwddes/dcsmisc/decenvresearch/html/pagea33.html?
,,,,"Statewide, KY",,"Highway ROWs (35 sites, 71 acres)",wildlife,Pollinator Habitat (ROW),"KYTC established pollinator zones in 10 out of 12 districts, converting rest areas to monarch waystations, and planting native vegetation in ROWs. Projects span interchanges and roadside areas.",Not specified,"Reduced mowing/spraying, promoted biodiversity, created habitat for endangered pollinators like monarchs; improved safety near roads.",https://www.kyagr.com/statevet/documents/OSV_Bee_KY-Pollinator-Pro-Plan.pdf
,,,,"Montgomery Co., TN",,I-24 Interchange (Mile Marker 1),roadway,Pollinator Habitat (Highway),"TDOT's Pollinator Habitat Program, launched under the FAST Act, created meadows of native plants and installed interpretive signage at interstate interchanges, including I-24.",Not specified,"Supported ecosystem restoration, educated public on pollinators, and enhanced roadside visual and ecological quality.",https://www.tn.gov/content/dam/tn/tdot/environmental/highway-beautification/Pollinator%20Memo%205.22.24.pdf
,,,,"Statewide, KY",,Highway projects (stream/wetlands),roadway,Mitigation Banking (Consolidated),KYTC partnered with USFWS for its Stream and Wetland Mitigation Program. Uses mitigation credits purchased in advance for multiple highway projects to ensure compliance with federal permitting (404/401).,Cost-sharing across projects,"Enabled faster permitting, better conservation outcomes, and creation of high-quality mitigation banks in priority watersheds.",https://www.environment.fhwa.dot.gov/env_topics/ecosystems/scanrpt/ky.aspx?
,,,,"Statewide, TN",,Interstate & Highway ROWs,wildlife,Pollinator Habitat (Highway),TDOT + Southeastern Grasslands Initiative assessed roadside remnant grasslands and restored pollinator habitat in ROWs. Installed visible prairie restoration sites and designed conservation plans for future highway-based ecological corridors.,"RES2019-09 project, cost not listed","Enhanced biodiversity, improved mowing practices, reduced herbicide use, created corridors for wildlife and pollinators near high-traffic transportation routes.",https://tnpollinators.org/wp-content/uploads/2022/10/TDOT_58643_DS1.pdf
,,,,"Suffolk County, NY",,Route 347,urban,Greenway & Bioswale Retrofit,"NYSDOT's Route 347 Vision Plan transformed a congested highway into a green boulevard with shared-use bike/pedestrian paths, bioswales, habitat tunnels, and ecological recharge basins.",Not specified,"Promotes stormwater management, pedestrian safety, and native habitat connectivity through green infrastructure integrated directly into the transportation corridor.",https://www.dot.ny.gov/main/business-center/designbuildproject1/repository/Route%20347vision%20Pamphlet.pdf
,28.6080034,-80.80763553,,"Titusville, FL",,"Titusville Causeway (2,600 ft)",shoreline,Living Shoreline,"Brevard County used Wave Attenuation Devices (WAD), seagrass planting, and clam seeding to restore eroded shoreline adjacent to highway. Project improves recreational access and enhances the Indian River Lagoon habitat.",Design grant funded,"Stabilizes shoreline, protects highway from erosion, boosts biodiversity, and supports local tourism along transportation corridor.",https://publicfiles.dep.state.fl.us/CAMA/FRCP/Draft%20File%20System/FRCP%20Funded%20Projects/FY20-21/Planning/R2146_3_Brevard%20County_Workplan.pdf.  https://mma.prnewswire.com/media/2423965/Sea_Shoreline_LLC_Before_and_After_Titusville_Causeway.jpg?p=twitter
,,,,"Sanibel, FL",,Woodring Road,shoreline,Living Shoreline + Road Protection,"Constructed living shoreline (reef balls, riprap, mangrove planting) along public access road to protect from wave erosion. Serves 15 homes and preserves access road. Protects adjacent 34-acre mangrove habitat in wildlife refuge.",Not listed,"Nature-based solution enhances resilience of public infrastructure, supports endangered species, and demonstrates sustainable alternatives to hard armoring.",https://publicfiles.dep.state.fl.us/CAMA/FRCP/FY%2021-22/3_R2231%20Final.pdf https://i0.wp.com/santivachronicle.com/wp-content/uploads/2021/12/20211218_155121.jpg?fit=5312%2C2988&ssl=1
,,,,"Carrabelle–Eastpoint, FL",,US Hwy 98 (Evacuation Route),shoreline,Living Shoreline ,Planning project to design reefs and marshes for erosion protection along a 12-mile shoreline next to Highway 98. Highway frequently damaged by storms; living shoreline proposed as cost-effective and ecologically beneficial alternative.,"$125,000 planning grant",Early-stage regional collaboration to replace ineffective hard armoring with nature-based infrastructure. Reduces road repair costs and enhances ecological function.,https://publicfiles.dep.state.fl.us/CAMA/FRCP/FY19-20-R1931-ARCP-WorkPlan.pdf
,,,,"Bradenton Beach, FL",,Bay Drive South (Urban Shoreline),shoreline,Living Shoreline ,"Designed living shoreline (reef balls, oyster bag pyramids, mangrove planting) to protect low-lying urban road vulnerable to sea-level rise. Integrated with community education and Sarasota Bay restoration.",Not listed,"Flood protection, ecosystem support, and sea-level rise adaptation for a road serving historic infrastructure and residential homes.",https://publicfiles.dep.state.fl.us/CAMA/FRCP/FY%2021-22/3_R2221.pdf.  https://www.amisun.com/wp-content/uploads/2022/03/Bradenton-Beach-Living-Shoreline-DRC-and-City-Commission-Presentation-3-17-22.pdf
,,,,"Elgin, IL",,Fox River Country Day School Forested Fen,stormwater,Wetland,Acquired and preserved forested fen adjacent to I‑90 for mitigation linked to road projects,$2.6 million,Preserved 23-acre fen ecosystem; supports groundwater recharge and floodwater storage,Fox River Project
,,,,"Joliet, IL",,Hadley Valley Preserve,stormwater,Wetland,Funded restoration of 180 acres of wetland/savanna and created trails linked to Spring Creek,Not specified,Includes public access trails; manages stormwater; improves ecology along corridor,Hadley Valley
,,,,"Markham, IL",,Indian Boundary Prairies,stormwater,Grassland,Restored 45 acres of prairie and wetland near I‑294/I‑57 Interchange,~$1 million,Improved biodiversity; adjacent to major interchange; work completed in 2017,Indian Prairie
,,,,"North Chicago, IL",,North Chicago Wetland Mitigation Project,stormwater,Wetland,Restored 160 acres of wetland near I‑94 for mitigation of tollway improvements,Not specified,Located near protected species and high-quality remnants; adjacent to I‑94 corridor,North Chicago
,,,,"Orland Park, IL",,Orland Grasslands South,stormwater,Wetland,Converted farmland into 162-acre wetland between arterial roads (179th–183rd St.),$7.1 million,4-year project; improved hydrology and vegetation; monitored through 2020,Orland Grassland
,,,,"Wadsworth, IL",,Pine Dunes Wetland Mitigation,stormwater,Wetland,Restored 80 acres of wetland + 235 acres of prairie/savanna adjacent to Tollway corridor,Not specified,Restoration from 2014–2020; turned over to Lake County Forest Preserve; protects road-adjacent ecosystem,Pine Dunes
,,,,"Warrenville, IL",,Spring Brook Creek & Wetland Restoration,stormwater,Stream,Reconfigured 2.5 miles of creek in two phases through St. James Forest Preserve along roads,Not specified,Phase 1 completed 2015; Phase 2 completed 2022; improves aquatic habitat and flood resilience near transportation,Spring Brook
,,,,"Saint Paul, MN",,Green Line LRT Corridor,urban,Green Infrastructure,"Integrated rain gardens, infiltration trenches, and tree trenches during LRT construction to manage runoff and reduce flooding.",$1 billion (entire LRT project); specific green infrastructure cost not specified,"Improved water quality, stormwater control, public education, aesthetic enhancement",https://climateaction.stpaul.gov/actions/37
,,,,"Milwaukee, WI",,Hank Aaron State Trail,urban,Trail Integration,Connected key city landmarks with green infrastructure improvements along a multi-use trail corridor.,Not specified,Sustainable multi-modal connectivity with green features,https://dnr.wisconsin.gov/topic/parks/hankaaron
,,,,"Chicago, IL ",,Interstate 294 Bioswale,urban,Roadside Bioswale,Installed 5.54 miles of bioswales to treat stormwater from roadway runoff using infiltration and vegetation.,Not specified,"Filtered oils, metals, and nutrients; reduced runoff; improved soil stability",https://www.illinoisfloods.org/content/documents/2c-3_bmps_for_roadway_projects.pdf
,,,,"Green Bay, WI",,Bay Beach Permeable Parking Lot,urban,Permeable Pavement,Converted part of parking lot into permeable pavement with native vegetation and bioretention for runoff control.,"$180,000",Reduced impervious surface; improved drainage and water quality,https://releeinc.com/portfolio-items/bay-beach-permeable-pavement-parking-lot/
,,,,"Milwaukee, WI",,Holt Avenue Overpass,urban,Green Highways,Installed bioswales and rain gardens under/around highway overpass to capture and infiltrate stormwater.,Not specified,Captured runoff from I43; improved water quality and groundwater recharge,https://www.mmsd.com/what-we-do/green-infrastructure/green-highways/holt-avenue-overpass?
,,,,"Detroit, MI",,Cody Rouge Vacant Lot Bioretention,urban,Bioretention,Converted vacant lots into bioretention gardens to treat road runoff and reduce sewer overflow.,Not specified,Filtered stormwater from roads; reduced urban flooding and enhanced neighborhood,https://detroitmi.gov/sites/detroitmi.localhost/files/2018-05/Cody%20Rouge%202015%20project%20fact%20sheet_updated%20contact%20info.pdf
,,,,"Detroit, MI",,Oakman Boulevard Median Gardens,urban,Green Median,Installed bioretention gardens in roadway medians to manage street runoff in flood-prone area.,$8.6 million (total GI contract),"Improved drainage, reduced basement flooding, added vegetation",https://detroitmi.gov/departments/water-and-sewerage-department/dwsd-projects/stormwater-project-oakman-boulevard
,,,,"Minneapolis, MN",,Bryant Avenue S,urban,Green Street,Reconstructed corridor with integrated green infrastructure to manage stormwater on urban street.,Not specified,"Improved stormwater infiltration, pedestrian safety, and ecological function",https://www.minneapolismn.gov/government/projects/bryant-ave-s-gsi/?
,,,,"Bass Creek, Yarmouth, MA",,Local road crossing,roadway,Culvert replacement,Replaced undersized culvert to restore tidal exchange to upstream marsh and reduce road flooding.,Not specified,"Increased tidal flow, reduced Phragmites, more native plants.",https://www.mass.gov/doc/monitoring-and-analysis-of-eight-salt-marsh-tidal-restoration-projects-on-cape-cod-massachusetts/download
,,,,"Bridge Creek, Barnstable, MA",,Local road crossing,roadway,Culvert replacement,"Upgraded culvert to improve tidal flushing, protect road, and restore marsh hydrology.",Not specified,"Better tidal range, more native vegetation.",https://www.mass.gov/doc/monitoring-and-analysis-of-eight-salt-marsh-tidal-restoration-projects-on-cape-cod-massachusetts/download
,,,,"Namskaket Creek, Brewster, MA",,Local road crossing,roadway,Culvert replacement,Installed larger culvert to alleviate tidal restriction and reduce flooding risk to road.,Not specified,"Salinity restored, shift to salt-tolerant species.",https://www.mass.gov/doc/monitoring-and-analysis-of-eight-salt-marsh-tidal-restoration-projects-on-cape-cod-massachusetts/download
,,,,"Quivett Creek, Dennis, MA",,Local road crossing,roadway,Culvert replacement,Enlarged culvert to restore tidal flow and improve marsh resilience.,Not specified,"Higher salinity, reduced invasive plants.",https://www.mass.gov/doc/monitoring-and-analysis-of-eight-salt-marsh-tidal-restoration-projects-on-cape-cod-massachusetts/download
,,,,"Sesuit Creek, Dennis, MA",,Local road crossing,roadway,Culvert replacement,Replaced small culvert to reconnect marsh hydrology and reduce flood impacts on road.,Not specified,"Vegetation recovery, better salinity.",https://www.mass.gov/doc/monitoring-and-analysis-of-eight-salt-marsh-tidal-restoration-projects-on-cape-cod-massachusetts/download
,,,,"State Game Farm, Sandwich, MA",,Local road crossing,roadway,Bridge replacement,Replaced road culvert with bridge to fully restore tidal exchange and improve roadway resilience.,Not specified,"Strong vegetation recovery, improved habitat.",https://www.mass.gov/doc/monitoring-and-analysis-of-eight-salt-marsh-tidal-restoration-projects-on-cape-cod-massachusetts/download
,,,,"Stony Brook, Brewster, MA",,Local road crossing,roadway,Culvert replacement,Installed larger culvert to restore marsh tidal function and reduce road overtopping risk.,Not specified,"More native plant cover, improved tidal range.",https://www.mass.gov/doc/monitoring-and-analysis-of-eight-salt-marsh-tidal-restoration-projects-on-cape-cod-massachusetts/download
,,,,"Wings Neck, Bourne, MA",,Local road crossing,roadway,Culvert replacement,"Enlarged culvert to restore tidal exchange, enhance marsh health, and protect road from erosion.",Not specified,"Better hydrology, return of native vegetation.",https://www.mass.gov/doc/monitoring-and-analysis-of-eight-salt-marsh-tidal-restoration-projects-on-cape-cod-massachusetts/download
,,,,"Dorchester County, MD",,Shoreline along Chesapeake Bay,shoreline,Living Shoreline,"Restored eroded shoreline using stone sills, sand, and marsh plantings to reduce wave impact and protect adjacent roads and infrastructure from flooding.",Not specified,Maryland Department of Natural Resources Completes Shoreline Restoration in Dorchester County.pdf,https://news.maryland.gov/dnr/2023/06/01/maryland-department-of-natural-resources-completes-shoreline-restoration-in-dorchester-county/?
,,,,"Oxford, MD",,The Strand shoreline,shoreline,Shoreline Stabilization,Installed living shoreline with breakwaters and marsh plantings to protect road (The Strand) and adjacent properties from erosion and tidal flooding.,~$1.8 million,"Oxford Shoreline Improvements – at the Strand _ Oxford, MD.pdf",https://www.oxfordmd.gov/229/Oxford-Shoreline-Improvements-2023?
,,,,"Rhodes Point, Smith Island, MD",,Island shoreline and access roads,shoreline,Shoreline Protection,"Built breakwaters and placed sand to stabilize shoreline, preventing erosion that threatens the only road access to the community.",$9.1 million,RhodesPointEA_SIGNED.pdf,https://www.nab.usace.army.mil/Portals/63/docs/Civil%20Works/CAP/RhodesPointEA_SIGNED.pdf?
,38.70696079,-76.53139742,,"North Beach, MD",,Maryland Route 261 & Town shoreline,shoreline,Flood Mitigation,"Raised MD-261 above tidal flooding, constructed living shoreline, berms, and improved stormwater drainage to protect roadway and community access.",Not specified,senator_jackson_flood_presentation.pdf,https://www.northbeachmd.org/sites/g/files/vyhlif4786/f/uploads/senator_jackson_flood_presentation.pdf?
,,,,"Wellfleet, MA (Cape Cod)",,Herring River and road crossings,shoreline,Tidal Restoration,"Replaced restrictive dike with bridge, upgraded culverts, and elevated low roads to restore tidal flow while protecting roadways from flooding.",Not specified,Herring River Tidal Restoration Project - Cape Cod National Seashore.pdf,https://www.nps.gov/caco/learn/nature/herring-river-tidal-restoration-project.htm?
,38.60820498,-75.06368615,,"Indian River Inlet, DE",,SR 1 (bridge & evacuation route),shoreline,Sand bypassing,"Mobile sand bypass system pumps sand from south to north beach to counter erosion caused by inlet jetties, protecting SR 1 bridge approaches.",Not specified,"Maintains beach width, reduces storm damage risk to SR 1, unique mobile bypass system in U.S.",https://dnrec.delaware.gov/outdoor-delaware/how-delawares-unique-sand-bypass-system-at-the-indian-river-inlet-helps-hold-the-line-against-coastal-erosion/?
,38.61112477,-75.06417136,,"Indian River Inlet North Beach, DE",,SR 1 (evacuation route),shoreline,Dune & beach restoration,"Dredged 480,000 yd³ sand from inlet flood shoal to rebuild ~5,000 ft of shoreline and restore dunes to 16 ft high × 25 ft wide, planted with beach grass to stabilize and protect SR 1.",Not specified,"Strengthens shoreline resiliency, protects SR 1 from storm inundation & erosion, beach reopened Apr 2025",https://dnrec.delaware.gov/watershed-stewardship/waterways/ir-north-beach-repair/
,38.82783311,-75.21270499,,"Broadkill Beach, DE",,SR 16 (coastal highway),shoreline,Dune & beach nourishment,Built 16 ft dunes and widened beach using sand from Delaware Bay to protect SR 16 and surrounding community from coastal storms and flooding.,$38 million (2016),"Enhanced storm protection, improved habitat, increased recreation area",https://www.capegazette.com/sites/capegazette/files/2025/06/field/attachments/Technical%20narrative%20for%20Broadkill%20Beach%20dune%20project.pdf?utm_source=chatgpt.com
,38.85478783,-75.24508081,,"Prime Hook Road, DE",,Prime Hook Road (local connector),shoreline,Road elevation & marsh restoration,"Elevated road above flood levels and restored surrounding marsh to improve tidal flow, reduce road flooding, and enhance evacuation reliability.",Not specified,"Reduced flooding frequency, improved storm resilience, restored wetland habitat",https://www.wmdt.com/2016/10/officials-are-celebrating-the-completion-of-prime-hook-road-improvements/?
,41.76469607,-72.66945763,,"Hartford, CT",,City Streets & Sidewalks,urban,Green Infrastructure,"Integrated bioswales, permeable pavement, tree canopy expansion in Complete Streets program for stormwater management",Not specified,"Reduced flooding, improved water quality, increased canopy cover",https://circa.media.uconn.edu/wp-content/uploads/sites/1618/2018/08/Hartford-Final-Report-July-2018.pdf
,41.05426318,-73.54489757,,"Stamford, CT",,Mill River Park & Greenway,urban,Green Infrastructure,"Restored riverbanks, native habitat, and built multimodal greenway connecting to Stamford Harbor",Not specified,"Flood mitigation, habitat creation, public river access",https://www.theolinstudio.com/mill-river-park-and-greenway
,,,,"Norwalk, CT",,Calf Pasture Beach Parking & Walkways,urban,Green Infrastructure,"Rebuilt parking lot/walkways with permeable pavement, 8 bioretention areas, and native vegetation",Not specified,"Reduced stormwater runoff to Long Island Sound, habitat benefits",https://tomorrow.norwalkct.org/news/calf-pasture-beach-green-infrastructure-project/
,,,,"New Haven, CT",,City Right-of-Way,urban,Bioswales,"286 bioswales in sidewalks to capture/infiltrate stormwater, reduce flooding, improve water quality",Not specified,"Captures 70–75% of stormwater, traffic calming, habitat",https://www.lisresilience.org/resource/new-haven-bioswales/
,,,,"Derby, KS",,Park access & parking,urban,Green Infrastructure,Permeable pavement and landscaped infiltration areas for park access roads and parking.,Not specified,"Improved stormwater management, enhanced access.",https://wdmarchitects.com/case-studies/madison-avenue-central-park-in-derby
,,,,"Salina, KS",,5-Corners intersection,urban,Green Infrastructure,"Stormwater planters, vegetated curb extensions, and permeable paving to manage runoff.",Not specified,"Reduced runoff, improved pedestrian safety and aesthetics.",https://www.sbeap.org/sites/sbeap/files/green-infrastructure/case-studies/Salina_5-Corners-final.pdf
,,,,"Lawrence, KS",,University parking lot,urban,Green Infrastructure,Retrofit of parking lot with permeable pavement and rain gardens.,Not specified,"Managed stormwater, reduced flooding risk.",https://www.sbeap.org/sites/sbeap/files/green-infrastructure/case-studies/KU_Parkinglot-final.pdf
,,,,"Lawrence, KS",,University parking area,urban,Bioswale + Rain Gardens,Bioswales and rain gardens installed to filter and infiltrate runoff.,Not specified,"Improved water quality, increased infiltration.",https://www.sbeap.org/sites/sbeap/files/green-infrastructure/case-studies/KU_Bioswale-final.pdf
,,,,"Wichita, KS",,Environmental center access,urban,Green Infrastructure,"Two rain gardens, permeable parking lot, and surrounding landscaping.",Not specified,"Reduced runoff volume, enhanced public space.",https://www.sbeap.org/sites/sbeap/files/green-infrastructure/case-studies/ICT_WATERcenter-final.pdf
,,,,"Point Hope, AK",,7-mile evacuation road & coastal shoreline,shoreline,Dynamic revetment + dune,Planned: Build revetment and reinforced dune to protect shoreline and only evacuation route from erosion.,Not specified,"Reduces erosion, safeguards evacuation road",https://www.esri.com/about/newsroom/blog/point-hope-alaska-coastal-erosion?
,,,,"Parks Highway, AK (MP 99–163)",,12 fish-passage crossings on Parks Hwy,shoreline,Culvert/bridge replacement,"Under construction: Replace 9 culverts, 3 bridges to improve hydraulics and protect highway.",$48.5M total,"Opens 51.5 mi habitat, reduces flood risk at crossings",https://dot.alaska.gov/stwddes/dcspubs/assets/aop/parks_aop.pdf
,,,,"Cape Romain, SC",,Flood-prone coastal roads,shoreline,Marsh/barrier island restoration,"Planned: Restore marshes/barrier islands, elevate roads with wildlife corridors to prevent flood isolation.",Not specified,"Improves coastal flood resilience, maintains road access",https://sc.audubon.org/news/co-creating-inclusive-community-resilience-projects-nature-based-solutions
,,,,"Horry & Georgetown Co., SC",,Streets in flood-prone urban areas,shoreline,Wetland flood storage,Planned/shovel-ready: Create wetland/park space to store stormwater and protect streets from flooding.,Not specified,"Reduces roadway flooding, adds recreation space",https://www.cakex.org/case-studies/natural-defenses-natural-risks-south-carolina%E2%80%99s-north-coast-resilience-project
,,,,"Waikīkī, HI",,Waikīkī Beach shoreline,shoreline,Beach nourishment,"Ongoing: Annual sand replenishment to maintain beach that protects adjacent roads, hotels, and pedestrian pathways from wave damage.",~$2M/year,"Preserves shoreline, protects infrastructure, supports tourism economy",https://www.wbsida.org/waikiki-beach-maintenance
,,,,"Oʻahu, HI (Sunset Beach)",,Kamehameha Hwy shoreline dunes,shoreline,Dune restoration,Completed: Rebuilt native-plant dunes to shield highway from erosion and overwash.,Not specified,"Protects roadway, improves habitat, reduces storm damage",https://www.northshoreland.org/paumalu-sunset-beach-dune-restoration/
,,,,"West Maui, HI (Olowalu–Ukumehame)",,Old Honoapiʻilani Hwy ROW & realignment,shoreline,Living shoreline + park,Planned (2024–26): Restore 6-mile coastal zone after highway realignment inland; convert old ROW to living shoreline and park space.,Not specified,"Strengthens coastal resilience, protects new inland highway, enhances recreation",https://www.uhcdc.manoa.hawaii.edu/work/olowalu?
,,,,HI (general low-wave-energy coasts),,Coastal road embankments,shoreline,Vegetated living shoreline,Planned: Use native vegetation to stabilize embankments along sheltered coasts near transportation corridors.,Not specified,"Reduces erosion/flooding, protects adjacent roads",https://files.hawaii.gov/dbedt/op/czm/ormp/ormp_implementation/Coastal%20Adapt%20Menu/PDF%20Strategy%20Info%20Cards/Protect%20Living%20Shoreline%20Strategies/Protect_LS_Vegetation%20Only.pdf
,,,,"Point Hope, AK",,7-mile evacuation road & shoreline,shoreline,Dynamic revetment + dune,Planned: Build revetment and dune to protect evacuation route from erosion.,Not specified,"Safeguards evacuation road, reduces erosion",https://www.esri.com/about/newsroom/blog/point-hope-alaska-coastal-erosion
